OBU_ID,COLLECTION_DT,STARTVECTOR_LATITUDE,STARTVECTOR_LONGITUDE,TRANSMISSTION,SPEED,HAZARD_LIGHTS,LEFT_TURN_SIGNAL_ON,RIGHT_TURN_SIGNAL_ON,STEERING,RPM,FOOTBRAKE,GEAR,ACCELATOR,WIPERS,TIRE_WARN_LEFT_F,TIRE_WARN_LEFT_R,TIRE_WARN_RIGHT_F,TIRE_WARN_RIGHT_R,TIRE_PSI_LEFT_F,TIRE_PSI_LEFT_R,TIRE_PSI_RIGHT_F,TIRE_PSI_RIGHT_R,FUEL_PERCENT,FUEL_LITER,TOTALDIST,RSU_ID,MSG_ID,STARTVECTOR_HEADING
OBU-461001c4,20211001001000198,33.496063,126.491677,-,589,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461001c4-20210930150956947,2463
OBU-46101802,20211001001000198,33.494437,126.465828,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930150958175,28800
OBU-4610114a,20211001001000260,33.480759,126.521763,-,85,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610114a-20210930150959559,7367
OBU-46101787,20211001001000276,33.45254,126.551438,D,47,OFF,OFF,OFF,0,2030,-,4,68,-,-,-,-,-,0,0,0,0,0,31,86634,,PVD-46101787-20210930150957458,12625
OBU-46101787,20211001001000276,33.45254,126.551438,D,47,OFF,OFF,OFF,0,2030,-,4,68,-,-,-,-,-,0,0,0,0,0,31,86634,RSU-461f437e,PVD-461f437e-20210930150957458,12625
OBU-4610114a,20211001001030895,33.480794,126.52843,-,54,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f4377,PVD-461f4377-20210930151030180,6143
OBU-461006aa,20211001001030988,33.394863,126.891566,D,102,OFF,OFF,OFF,0,2238,-,6,0,작동,-,-,-,-,35,37,36,38,21,12,151595,,PVD-461006aa-20210930151028833,17053
OBU-461002d8,20211001001032020,33.245493,126.563217,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151030570,13833
OBU-461002d8,20211001001033160,33.245464,126.563222,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151031660,13907
OBU-461002d8,20211001001034129,33.245422,126.563229,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151032785,13961
OBU-461002d8,20211001001035145,33.245382,126.563234,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151033802,13970
OBU-461002d8,20211001001036161,33.245345,126.563242,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151034818,13804
OBU-461002d8,20211001001037177,33.245308,126.563249,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151035836,13783
OBU-461002d8,20211001001038192,33.245268,126.563253,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151036854,13839
OBU-461002d8,20211001001039208,33.245236,126.563257,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151037873,13841
OBU-461002d8,20211001001040224,33.245215,126.563259,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151038889,13836
OBU-461002d8,20211001001041240,33.245199,126.56326,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151039906,13780
OBU-461002d8,20211001001042271,33.245166,126.563265,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151040920,13838
OBU-461002d8,20211001001043287,33.24512,126.563269,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151041938,13963
OBU-461002d8,20211001001044303,33.245062,126.563279,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151042959,13831
OBU-461002d8,20211001001045318,33.244993,126.563289,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151043978,13811
OBU-461002d8,20211001001046334,33.244914,126.563302,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151044994,13818
OBU-461002d8,20211001001047365,33.244851,126.563313,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151046012,13838
OBU-461002d8,20211001001048366,33.244796,126.563324,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151047029,13795
OBU-461002d8,20211001001049397,33.244757,126.563331,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151048045,13799
OBU-461002d8,20211001001050413,33.244717,126.563336,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151049060,14050
OBU-461002d8,20211001001051413,33.244685,126.563336,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151050077,14363
OBU-461002d8,20211001001052444,33.244661,126.563334,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151051094,14571
OBU-461002d8,20211001001053460,33.244652,126.563332,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151052115,14687
OBU-461002d8,20211001001203699,33.247572,126.55582,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151202343,23308
OBU-461002d8,20211001001204715,33.247615,126.555683,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151203361,23258
OBU-461002d8,20211001001205731,33.247662,126.555515,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151204378,23124
OBU-461002d8,20211001001206731,33.24771,126.555325,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151205394,22917
OBU-461002d8,20211001001207762,33.247751,126.555124,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151206410,22733
OBU-461002d8,20211001001208762,33.247787,126.554935,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151207426,22616
OBU-461002d8,20211001001209794,33.24782,126.55476,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151208441,22583
OBU-461002d8,20211001001210809,33.247854,126.554571,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151209455,22564
OBU-461002d8,20211001001211825,33.247876,126.554399,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151210473,22343
OBU-461002d8,20211001001212841,33.247891,126.554203,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151211487,22040
OBU-461002d8,20211001001213857,33.247892,126.554035,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151212506,21707
OBU-461002d8,20211001001214872,33.247891,126.553868,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151213528,21611
OBU-461002d8,20211001001215888,33.247892,126.55372,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151214545,21614
OBU-461002d8,20211001001216904,33.247893,126.553573,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151215561,21642
OBU-461002d8,20211001001217935,33.247893,126.553435,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151216580,21599
OBU-461002d8,20211001001218951,33.247893,126.553319,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151217605,21575
OBU-461002d8,20211001001219967,33.247892,126.553238,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151218624,21529
OBU-461002d8,20211001001220983,33.247897,126.553171,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151219640,22136
OBU-461002d8,20211001001221998,33.247908,126.55311,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151220656,22619
OBU-461002d8,20211001001223030,33.247938,126.553063,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151221674,24508
OBU-461002d8,20211001001224030,33.247984,126.553018,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151222690,25959
OBU-461002d8,20211001001225061,33.248044,126.552994,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151223708,27503
OBU-461002d8,20211001001226077,33.248117,126.552985,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151224728,28439
OBU-461002d8,20211001001227093,33.248197,126.552981,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151225743,28594
OBU-461002d8,20211001001228124,33.248289,126.552975,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151226762,28545
OBU-461002d8,20211001001229125,33.248406,126.552969,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151227778,28590
OBU-461002d8,20211001001229141,33.248406,126.552969,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151227778,28590
OBU-46101787,20211001001230063,33.445669,126.548372,D,0,OFF,OFF,OFF,-9,788,작동,0,0,-,-,-,-,-,0,0,0,0,0,20,86636,,PVD-46101787-20210930151227244,1875
OBU-461006aa,20211001001230125,33.378742,126.875082,D,56,OFF,OFF,OFF,0,1658,-,5,34,작동,-,-,-,-,35,37,36,38,19,12,151598,,PVD-461006aa-20210930151227960,16862
OBU-461002d8,20211001001230141,33.248529,126.552968,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151228797,28785
OBU-461002d8,20211001001230157,33.248529,126.552968,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151228797,28785
OBU-4610114a,20211001001230313,33.477221,126.535668,-,39,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610114a-20210930151229603,3228
OBU-46101284,20211001001230313,33.4263,126.411123,D,78,OFF,OFF,OFF,0,1974,-,-,0,-,-,-,-,-,0,0,0,0,0,0,175839,,PVD-46101284-20210930151228870,3034
OBU-46101284,20211001001230375,33.4263,126.411123,D,78,OFF,OFF,OFF,0,1974,-,-,0,-,-,-,-,-,0,0,0,0,0,0,175839,RSU-461f4389,PVD-461f4389-20210930151228870,3034
OBU-46101141,20211001001230469,33.516335,126.507164,-,2,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101141-20210930151228975,7218
OBU-4610076b,20211001001230532,33.293722,126.437664,-,43,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610076b-20210930151229995,21890
OBU-46100401,20211001001230610,33.321357,126.84585,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100401-20210930151229705,17866
OBU-46101802,20211001001230860,33.494439,126.465824,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930151228871,28800
OBU-461001c4,20211001001230875,33.496066,126.491672,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461001c4-20210930151227656,2463
OBU-461002d8,20211001001231172,33.248662,126.552977,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151229816,267
OBU-461002d8,20211001001231188,33.248662,126.552977,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151229816,267
OBU-461002d8,20211001001232204,33.248797,126.552998,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151230846,631
OBU-461002d8,20211001001232219,33.248797,126.552998,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151230846,631
OBU-461002d8,20211001001233235,33.248947,126.553028,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151231872,787
OBU-461002d8,20211001001233235,33.248947,126.553028,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151231872,787
OBU-461002d8,20211001001234282,33.249081,126.55306,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151232902,938
OBU-461002d8,20211001001234282,33.249081,126.55306,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151232902,938
OBU-461002d8,20211001001235300,33.249214,126.553093,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151233937,938
OBU-461002d8,20211001001235315,33.249214,126.553093,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151233937,938
OBU-461002d8,20211001001236378,33.249339,126.553124,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151234976,926
OBU-461002d8,20211001001236425,33.249339,126.553124,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151234976,926
OBU-461002d8,20211001001237362,33.249491,126.55316,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151236004,881
OBU-461002d8,20211001001237378,33.249491,126.55316,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151236004,881
OBU-461002d8,20211001001238394,33.249611,126.553192,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151237033,971
OBU-461002d8,20211001001238394,33.249611,126.553192,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151237033,971
OBU-461002d8,20211001001239441,33.249726,126.55322,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151238059,918
OBU-461002d8,20211001001239456,33.249726,126.55322,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151238059,918
OBU-461002d8,20211001001240472,33.249826,126.553241,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151239103,843
OBU-461002d8,20211001001240488,33.249826,126.553241,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151239103,843
OBU-461002d8,20211001001241504,33.249929,126.553262,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151240151,788
OBU-461002d8,20211001001241520,33.249929,126.553262,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151240151,788
OBU-461002d8,20211001001242536,33.250036,126.553283,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151241174,714
OBU-461002d8,20211001001242567,33.250036,126.553283,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151241174,714
OBU-461002d8,20211001001243567,33.250167,126.553306,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151242211,655
OBU-461002d8,20211001001243583,33.250167,126.553306,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151242211,655
OBU-461002d8,20211001001244583,33.250268,126.553323,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151243235,640
OBU-461002d8,20211001001244599,33.250268,126.553323,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151243235,640
OBU-461002d8,20211001001245614,33.250398,126.553343,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151244256,559
OBU-461002d8,20211001001245614,33.250398,126.553343,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151244256,559
OBU-461002d8,20211001001246646,33.250511,126.553359,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151245281,538
OBU-461002d8,20211001001246646,33.250511,126.553359,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151245281,538
OBU-461002d8,20211001001247678,33.250668,126.55338,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151246305,524
OBU-461002d8,20211001001247678,33.250668,126.55338,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151246305,524
OBU-461002d8,20211001001248694,33.250792,126.553397,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151247336,539
OBU-461002d8,20211001001248694,33.250792,126.553397,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151247336,539
OBU-461002d8,20211001001249709,33.250939,126.553419,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151248356,555
OBU-461002d8,20211001001249725,33.250939,126.553419,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151248356,555
OBU-461002d8,20211001001250741,33.251051,126.553434,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151249379,546
OBU-461002d8,20211001001250741,33.251051,126.553434,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151249379,546
OBU-461002d8,20211001001251757,33.251182,126.553452,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151250400,509
OBU-461002d8,20211001001251772,33.251182,126.553452,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151250400,509
OBU-461002d8,20211001001252788,33.251268,126.553463,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151251430,486
OBU-461002d8,20211001001252788,33.251268,126.553463,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151251430,486
OBU-461002d8,20211001001253804,33.251372,126.553475,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151252457,412
OBU-461002d8,20211001001253819,33.251372,126.553475,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151252457,412
OBU-461002d8,20211001001254835,33.251452,126.553482,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151253474,376
OBU-461002d8,20211001001254913,33.251452,126.553482,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151253474,376
OBU-461002d8,20211001001255851,33.251536,126.553491,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151254500,379
OBU-461002d8,20211001001255851,33.251536,126.553491,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151254500,379
OBU-461002d8,20211001001256882,33.251603,126.553498,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151255519,363
OBU-461002d8,20211001001256882,33.251603,126.553498,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151255519,363
OBU-461002d8,20211001001257898,33.251664,126.553499,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151256543,125
OBU-461002d8,20211001001257914,33.251664,126.553499,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151256543,125
OBU-461002d8,20211001001258945,33.251728,126.553504,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151257566,341
OBU-461002d8,20211001001258945,33.251728,126.553504,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151257566,341
OBU-461002d8,20211001001259945,33.251792,126.553513,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002d8-20210930151258591,447
OBU-4610076b,20211001000000366,33.307387,126.454511,-,2,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610076b-20210930145959387,18751
OBU-46101802,20211001000000522,33.494431,126.46582,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930145958566,28800
OBU-46100401,20211001000000710,33.403684,126.781244,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100401-20210930145959861,10267
OBU-461006aa,20211001000000757,33.48969,126.896489,D,12,OFF,OFF,OFF,-16,2188,-,2,40,작동,-,-,-,-,35,36,36,37,23,13,151584,,PVD-461006aa-20210930145958629,15536
OBU-4610114a,20211001000000930,33.508837,126.503752,-,40,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610114a-20210930145959347,12999
OBU-461001c4,20211001000000993,33.496047,126.491675,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461001c4-20210930145957816,2463
OBU-46101802,20211001000030046,33.494433,126.465814,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930150028095,28800
OBU-46100401,20211001000030234,33.400613,126.785567,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100401-20210930150029384,10460
OBU-461006aa,20211001000030296,33.485,126.897924,D,92,OFF,OFF,OFF,0,2761,-,5,100,작동,-,-,-,-,35,36,36,37,22,13,151584,,PVD-461006aa-20210930150028158,14226
OBU-461006aa,20211001000030296,33.485,126.897924,D,92,OFF,OFF,OFF,0,2761,-,5,100,작동,-,-,-,-,35,36,36,37,22,13,151584,RSU-461f4331,PVD-461f4331-20210930150028158,14226
OBU-4610114a,20211001000030437,33.50547,126.506513,-,55,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610114a-20210930150028853,12527
